power_diff,machine_1,machine_2,machine_3,machine_4,machine_5
1.312000000005355,1.0,0.0,0.0,0.0,0.0
17.5,0.0,1.0,0.0,0.0,0.0
9.372000000003029,0.0,1.0,0.0,0.0,0.0
12.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.3200000000006184,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0
0.3439999999991414,0.0,0.0,0.0,0.0,1.0
0.339999999999236,0.0,0.0,0.0,0.0,1.0
24.532000000001062,1.0,0.0,0.0,0.0,0.0
9.752000000007683,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
9.75199999997858,0.0,1.0,0.0,0.0,0.0
0.3440000000000509,0.0,0.0,0.0,0.0,1.0
16.24800000002142,0.0,0.0,1.0,0.0,0.0
9.0,0.0,1.0,0.0,0.0,0.0
0.3760000000002037,1.0,0.0,0.0,0.0,0.0
9.747999999992317,0.0,1.0,0.0,0.0,0.0
9.376000000003842,0.0,1.0,0.0,0.0,0.0
0.3600000000005821,0.0,0.0,0.0,0.0,1.0
16.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.316000000000713,1.0,0.0,0.0,0.0,0.0
16.75199999997858,0.0,0.0,1.0,0.0,0.0
9.5,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
9.623999999952504,0.0,1.0,0.0,0.0,0.0
0.2040000000015425,0.0,0.0,0.0,0.0,1.0
0.3199999999997089,0.0,0.0,0.0,0.0,1.0
9.751999999993131,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
12.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.3039999999998599,0.0,0.0,0.0,0.0,1.0
11.624000000003434,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.3360000000011496,0.0,0.0,0.0,0.0,1.0
0.132000000000005,0.0,0.0,0.0,1.0,0.0
0.3439999999991414,0.0,0.0,0.0,0.0,1.0
0.2519999999931315,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
16.0,0.0,0.0,1.0,0.0,0.0
12.5,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0
9.936000000001512,0.0,1.0,0.0,0.0,0.0
0.3600000000005821,0.0,0.0,0.0,0.0,1.0
15.628000000000611,0.0,0.0,1.0,0.0,0.0
13.24800000002142,0.0,0.0,1.0,0.0,0.0
0.3920000000000527,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0
14.25199999997858,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.3600000000005821,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.2520000000004074,1.0,0.0,0.0,0.0,0.0
11.62400000001071,0.0,0.0,1.0,0.0,0.0
2.2480000000068685,0.0,1.0,0.0,0.0,0.0
9.37599999998929,0.0,1.0,0.0,0.0,0.0
0.2520000000004074,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0480000000000018,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0
0.3759999999892898,1.0,0.0,0.0,0.0,0.0
0.3279999999999745,0.0,0.0,0.0,0.0,1.0
0.1239999999961583,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
12.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.3720000000030268,1.0,0.0,0.0,0.0,0.0
2.0639999999984866,0.0,1.0,0.0,0.0,0.0
0.3600000000005821,0.0,0.0,0.0,0.0,1.0
0.0319999999999254,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
16.75199999997858,0.0,0.0,1.0,0.0,0.0
0.3279999999995198,0.0,0.0,0.0,0.0,1.0
0.3439999999999372,0.0,0.0,0.0,0.0,1.0
0.3520000000003165,0.0,0.0,0.0,0.0,1.0
9.747999999992317,0.0,1.0,0.0,0.0,0.0
10.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.3240000000000691,0.0,0.0,0.0,0.0,1.0
0.3119999999998981,0.0,0.0,0.0,0.0,1.0
16.5,1.0,0.0,0.0,0.0,0.0
0.3600000000005821,0.0,0.0,0.0,0.0,1.0
14.24800000002142,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
16.5,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0
16.0,0.0,0.0,1.0,0.0,0.0
16.37600000000384,0.0,0.0,1.0,0.0,0.0
0.2479999999995925,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
1.2520000000004077,1.0,0.0,0.0,0.0,0.0
10.81199999999808,0.0,1.0,0.0,0.0,0.0
9.62400000001071,0.0,1.0,0.0,0.0,0.0
9.62400000001071,0.0,1.0,0.0,0.0,0.0
9.623999999952504,0.0,1.0,0.0,0.0,0.0
9.752000000007683,0.0,1.0,0.0,0.0,0.0
0.3559999999997671,0.0,0.0,0.0,0.0,1.0
33.24800000000687,1.0,0.0,0.0,0.0,0.0
0.3600000000005821,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0
0.1879999999982828,1.0,0.0,0.0,0.0,0.0
0.02800000000002,0.0,0.0,0.0,1.0,0.0
0.3360000000002401,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0
0.2519999999967695,1.0,0.0,0.0,0.0,0.0
0.3120000000003529,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0
9.62400000001071,0.0,1.0,0.0,0.0,0.0
0.2520000000076834,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
12.24800000002142,0.0,0.0,1.0,0.0,0.0
9.747999999992317,0.0,1.0,0.0,0.0,0.0
0.3279999999995198,0.0,0.0,0.0,0.0,1.0
0.3440000000009604,0.0,0.0,0.0,0.0,1.0
7.5,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
12.25199999997858,0.0,0.0,1.0,0.0,0.0
0.3360000000011496,0.0,0.0,0.0,0.0,1.0
7.128000000026077,0.0,1.0,0.0,0.0,0.0
16.25199999997858,0.0,0.0,1.0,0.0,0.0
17.25199999997858,0.0,0.0,1.0,0.0,0.0
24.187999999994645,1.0,0.0,0.0,0.0,0.0
9.876000000047496,0.0,1.0,0.0,0.0,0.0
0.4120000000002619,0.0,0.0,0.0,0.0,1.0
9.747999999963213,0.0,1.0,0.0,0.0,0.0
16.5,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.3360000000000127,0.0,0.0,0.0,0.0,1.0
0.3720000000030268,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
16.0,0.0,0.0,1.0,0.0,0.0
0.3280000000004293,0.0,0.0,0.0,0.0,1.0
0.3279999999995198,0.0,0.0,0.0,0.0,1.0
0.3119999999998981,0.0,0.0,0.0,0.0,1.0
28.5,0.0,0.0,1.0,0.0,0.0
9.752000000007683,0.0,1.0,0.0,0.0,0.0
0.3199999999997089,0.0,0.0,0.0,0.0,1.0
0.0320000000001527,0.0,0.0,0.0,1.0,0.0
0.3360000000011496,0.0,0.0,0.0,0.0,1.0
0.2999999999999545,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0
16.75199999997858,0.0,0.0,1.0,0.0,0.0
14.5,0.0,0.0,1.0,0.0,0.0
29.936000000001517,1.0,0.0,0.0,0.0,0.0
2.0920000000000982,0.0,0.0,0.0,0.0,1.0
9.623999999952504,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0480000000000018,0.0,0.0,0.0,1.0,0.0
9.627999999996971,0.0,1.0,0.0,0.0,0.0
9.628000000026075,0.0,1.0,0.0,0.0,0.0
12.0,0.0,0.0,1.0,0.0,0.0
9.62400000001071,0.0,1.0,0.0,0.0,0.0
9.623999999952504,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.2480000000068685,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.3119999999998981,1.0,0.0,0.0,0.0,0.0
22.37600000000384,1.0,0.0,0.0,0.0,0.0
9.628000000026075,0.0,1.0,0.0,0.0,0.0
0.3559999999997671,0.0,0.0,0.0,0.0,1.0
12.24800000002142,0.0,0.0,1.0,0.0,0.0
0.3599999999998999,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0
29.74800000000687,0.0,0.0,1.0,0.0,0.0
11.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0,0.0
0.2479999999995925,1.0,0.0,0.0,0.0,0.0
0.3439999999991414,0.0,0.0,0.0,0.0,1.0
9.5,0.0,1.0,0.0,0.0,0.0
0.3119999999980791,1.0,0.0,0.0,0.0,0.0
0.2480000000032305,1.0,0.0,0.0,0.0,0.0
5.25199999997858,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.2519999999931315,1.0,0.0,0.0,0.0,0.0
10.0,0.0,1.0,0.0,0.0,0.0
9.62400000001071,0.0,1.0,0.0,0.0,0.0
9.62400000001071,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
14.75199999997858,0.0,0.0,1.0,0.0,0.0
0.3119999999998981,0.0,0.0,0.0,0.0,1.0
16.5,0.0,0.0,1.0,0.0,0.0
0.2519999999931315,1.0,0.0,0.0,0.0,0.0
9.5,0.0,1.0,0.0,0.0,0.0
10.375999999996566,0.0,1.0,0.0,0.0,0.0
0.3279999999995198,0.0,0.0,0.0,0.0,1.0
0.3279999999995198,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0
0.3359999999997853,0.0,0.0,0.0,0.0,1.0
0.3599999999987631,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0
17.0,0.0,0.0,1.0,0.0,0.0
10.0,0.0,1.0,0.0,0.0,0.0
12.24800000002142,0.0,0.0,1.0,0.0,0.0
9.5,0.0,0.0,1.0,0.0,0.0
0.3759999999892898,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.316000000000713,0.0,0.0,0.0,0.0,1.0
9.25199999997858,0.0,1.0,0.0,0.0,0.0
0.2519999999931315,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
12.25199999997858,0.0,0.0,1.0,0.0,0.0
9.62400000001071,0.0,1.0,0.0,0.0,0.0
13.919999999998254,0.0,1.0,0.0,0.0,0.0
1.1240000000107102,0.0,1.0,0.0,0.0,0.0
2.188000000009197,0.0,1.0,0.0,0.0,0.0
0.3279999999995198,0.0,0.0,0.0,0.0,1.0
16.24800000002142,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.3119999999998981,1.0,0.0,0.0,0.0,0.0
0.3439999999991414,0.0,0.0,0.0,0.0,1.0
0.0319999999999254,0.0,0.0,0.0,1.0,0.0
0.0319999999999254,0.0,0.0,0.0,1.0,0.0
9.687999999994643,0.0,1.0,0.0,0.0,0.0
